UserID,List Recommendation
4259,"['AHA Thang Bom Apartment Da Nang', 'Luxury Apartment in Altara Building with Ocean View', 'DLG Hotel Danang', 'Awaken Da Nang Hotel', 'Dai A Hotel', 'Da Nang Ocean View Luxury Apartment', 'LaBi Hotel n Apartment Danang', 'Luxury apartment in Altara Đà Nẵng Ocen View', 'Coral Cove Hotel', 'Tashi Ocean Garden & Apartment Da Nang - My Khe Beach', 'Bullani-Sabi Hotel & Apartment', 'Stunning Apartments Across My Khe Beach ! Rooftop Pool & Gym', 'Sunshine Beach House - Center Of The Beach', 'SHI HOUSE by Haviland', 'Ocean View Luxury Apartment Đà Nẵng', 'Signature by M Village Beachfront Hotel', 'Vernal Hotel & Apartment Da Nang', 'POSIKI Hotel & Dorm - Danang Dragon Bridge', 'Luxury One or Two Bedroom at 120 Vo Nguyen Giap - My Khe beach - Altara Buidding', 'SAM Hotel and Apartment Danang - 150m to the beach & 200m to An Thuong area', 'Elite Luxury Hotel by Elite24', 'Golden Rose Hotel', 'Da Nang Beachfront Apartment Balcony, Infinity Pool By A La Carte', 'Da nang seaview ALC apartment', 'Quoc Thien Hotel Da Nang']"
4260,"['The Silk Boutique Hotel & Spa - Old Quarter City Center', 'Eliana Signature Hanoi Hotel', 'Amira Hotel Hanoi', 'Hanoi Le Chateau Hotel & Spa', 'Ja Cosmo Hotel and Spa', 'Hanoi Center Silk Hotel & Travel', 'Golden Sail Hotel & Spa', 'TrangTrang Classy Hotel', 'The Emissary Hanoi Hotel & Spa', 'Hotel Omina Hanoi Travel', 'Shining Central Hotel & Spa', 'Embrace Boutique Hanoi Hotel', 'Tunger Premium Hotel & Travel', 'Bonne Nuit Hotel & Spa Hanoi', 'Kecho Legacy Hotel Hanoi & Spa', 'Hanoi Allure Hotel', ""H Hôtel L'Art Hanoi"", 'Emissary Central Hotel & Spa', 'Hanoi Center Silk Classic Hotel & Travel', 'Media Central Hotel & Spa', 'Hanoi E Central Luxury Hotel', 'Solare De Monte Hotel & Spa', 'Hanoi Silk Classy Hotel & Travel', 'Hanoi Plaza Suite Hotel & Spa', 'Elegance Premium Hotel']"
4262,"['Hanoi Center Silk Hotel & Travel', 'Hanoi Center Silk Classic Hotel & Travel', 'Hanoi Center Silk Premium Hotel & Spa & Travel', 'Hanoi Media Hotel & Spa', 'Apricot Hotel', 'Amira Hotel Hanoi', 'Golden Sail Hotel & Spa', 'TRUNG - The Coffee House', 'Embrace Boutique Hanoi Hotel', 'Halais Hotel', 'Loom Hotel Hanoi', 'Bonne Nuit Hotel & Spa Hanoi', 'Alisa Hotel & Spa', 'Hotel Omina Hanoi Travel', ""Hanoi L'Heritage Diamond Hotel & Spa"", ""H Hôtel L'Art Hanoi"", 'Hanoi Hidden Guest House', 'Hanoi Center Silk Boutique Hotel & Travel', 'Eliana Signature Hanoi Hotel', 'La Sinfonía Majesty Hotel and Spa', 'Hanoi View Hotel & Travel', '*SUPER LOCATION*2 BEDS*OLD QUARTER', 'VietHome-Doorstep to Hoan Kiem Lake', 'Solare De Monte Hotel & Spa', 'Luxor Boutique Hotel']"
4263,"['voco Ma Belle Danang by IHG', 'Lucia Beach Hotel', 'Stella Maris Beach Danang', 'Sala Danang Beach Hotel', 'Golden Rose Hotel', 'The Sail Hotel - My Khe Beach', 'KOVA Diamond Hotel Da Nang', 'Hilton Garden Inn Da Nang', 'Alani Sea View Hotel', 'Coral Cove Hotel', 'Infinity Pool - 5 min walk to beach - Sekong Apartment', 'JBAY Beachfront Boutique Hotel', 'Balcona Hotel Da Nang', 'Maximilan Danang Beach Hotel', 'TGT BEACH HOTEL', 'Sunny Ocean Hotel & Spa', 'Parosand Da Nang Hotel -Belle Maison Parosand Da Nang Hotel', 'Leaf Beachfront Hotel Da Nang', 'M Hotel Danang', 'AN House Hotel & Apartment Da Nang', 'Seashore Hotel & Apartment', 'Tashi Ocean Garden & Apartment Da Nang - My Khe Beach', 'Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'Ritzy Boutique Hotel Da Nang Beach', 'Sea Wind Hotel by THG']"
4265,"['TALA Dalat Hotel', 'M Hotel Đà Lạt', 'Ana Mandara Villas Dalat Resort & Spa', 'Dalat Roof Hotel', 'Cattleya', 'Dalat Luxury Hotel', 'AM Memory Central Hotel 2', 'Stop and Go Boutique Hotel', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Sam Ha Phuong Boutique Da Lat', 'Quy Tai Premium Hotel', 'Phuong Anh Hotel', 'Mia House Dalat', 'Sunset Hill Dalat', 'Đông Đức Hostel Đà Lạt', 'Cát Tường Hotel', ""Adalia Villa With ValeyView - O'TEL"", '688 Hotel Đà Lạt', 'Thanh Thao Dalat Hotel', 'Uyen Phuong Dalat Center By HOS', 'Stillus Boutique Hotel Dalat', 'Lacami Dalat Hotel', 'K Little Hotel DaLat - Giá Rẻ Gần Trung Tâm', 'Marigold Hotel Dalat', 'VMT Hotel Da Lat']"
4267,"['Dalat ECO Hotel 2', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Dalat Eco Hotel', 'Lasol Boutique Hotel', '688 Hotel Đà Lạt', 'ALEX HOTEL Peony', 'ARTIS Hotel Da Lat', 'THIEN AN GUEST HOUSE', 'Hanah Hotel Dalat', 'Dalat Luxury Hotel', 'LE PHUONG Dalat', 'Torino Hotel Dalat', 'Marigold Hotel Dalat', 'Carita Hotel', 'Thanh Hùng Dalat Hotel', 'Cattleya', 'Anh Quan Khoi Hotel', 'Tường Vy Dalat Central', 'TTR Vincent Hotel', 'Moc Thach Hostel Dalat', ""The Morris Boutique Hotel 2 - O'TEL"", 'Mia House Dalat', 'Dalat Memory Inn', 'Dreamy Hotel Dalat', 'Sunset Hill Dalat']"
4268,"['tam cốc relax homestay', 'Tam Coc Viet Ha Homestay', 'Tam Coc Golden Sky Homestay', 'Scenic Mountain Ecolodge Ninh Binh', 'Aman Retreat Ninh Binh', 'Tam Coc Minh Quan Bungalow & Homestay', 'Tam Coc Sunshine Homestay', 'Tam Coc Haven Boutique Ninh Binh', 'Le Grande TamCoc Retreat', 'Cozynibi Hotel', 'Ohayo Tam Coc Homestay', 'Tam Coc Lighthouse Hotel', 'Tam Coc Lakeside Homestay', 'Chez Hiep Tam Coc Homestay', 'Tam Coc Banana Bungalow', 'Trang An Moon Garden Homestay', 'Tam Coc Westlake Homestay', 'Tam Coc Cuong Hieu Homestay', 'Cendana Trang An Retreat', 'Tam Coc Friendly Homestay', 'Lodge By Tam Coc lake', 'Tam Coc Luxury Homestay', 'Tam Coc Forest Banana Retreat & Spa', 'Tam Coc Cat Luong Homestay', 'Happy Tam Coc Ecolodge']"
4270,"['688 Hotel Đà Lạt', 'Torino Hotel Dalat', 'Cattleya', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Casanova Dalat Hotel', 'Dalat ECO Hotel 2', 'THIEN AN GUEST HOUSE', 'Khách Sạn Mỹ Hằng', 'Maxim Hotel', 'ALEX HOTEL Peony', 'LE PHUONG Dalat', 'Dalat Luxury Hotel', 'Hanah Hotel Dalat', 'Khách Sạn Lối Về Đà Lạt', 'Tường Vy Dalat Central', 'ARTIS Hotel Da Lat', 'Hostel Phuong Nga', 'Carita Hotel', 'Dalat Memory Inn', 'Greenview City Hotel', 'Thanh Do Hotel', 'Phu Tho Da Lat Hotel', 'The Luxe Da Lat', 'Moc Thach Hostel Dalat', 'Le Tuan Minh Hotel']"
4272,"['Hanoi Solis Hotel', 'Bella Premier Hotel & Rooftop Skybar', 'Solare De Monte Hotel & Spa', 'Hanoi Pearl Hotel', 'THE LEGEND HANOI Hotel', 'Hanoi Le Chateau Hotel & Spa', 'GRAND HOTEL du LAC Hanoi', 'Le petit Princess Hotel & Spa', 'Solaria Tesori Hotel', 'Loom Hotel Hanoi', 'Champton Hanoi Hotel', ""H Hôtel L'Art Hanoi"", 'HOTEL du LAC SIGNATURE', 'Solaria Hanoi Hotel', 'HOTEL de LAGOM', 'Hotel Omina Hanoi Travel', 'Bendecir Hotel & Spa', ""Rue de L'amour Boutique Hotel Ha Noi"", 'Hanoi E Central Luxury Hotel', 'Meritel Hanoi', 'Le Petit Prince Lakeside Hotel & Rooftop Bar', ""L'Heritage Premium Hanoi Central"", 'Kecho Legacy Hotel Hanoi & Spa', 'Fairmont Hanoi', 'Hanoi Old Quarter Hotel & Travel']"
4284,"['Parosand Da Nang Hotel -Belle Maison Parosand Da Nang Hotel', 'Prince Hotel Da Nang', 'Leaf Beachfront Hotel Da Nang', 'Stella Maris Beach Danang', 'Sala Danang Beach Hotel', 'M Hotel Danang', 'voco Ma Belle Danang by IHG', 'Maximilan Danang Beach Hotel', 'KOVA Diamond Hotel Da Nang', 'Rosamia Da Nang Hotel', 'Capecia Danang Hotel and Apartment', 'Balcona Hotel Da Nang', 'Nagila Boutique Hotel', 'Florence Hotel', 'Estrella Boutique Hotel', 'Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'Everland Hotel', 'Golden Lotus Hotel Da Nang - Rooftop Bar Sea View', 'Thè HEM Hotel and Apartment', 'Radisson Hotel Danang', 'Prague Da Nang Beach Hotel', 'Le Sands Oceanfront Danang Hotel', 'Ocean Bliss Hotel - Free Sauna', 'The Sail Hotel - My Khe Beach', 'Val Soleil Hotel']"
4286,"['Animor Green Home Villa Da Nang', 'Golden Rose Hotel', 'TGT BEACH HOTEL', 'Hilton Garden Inn Da Nang', 'Lucia Beach Hotel', 'The Sail Hotel - My Khe Beach', 'JBAY Beachfront Boutique Hotel', 'Cosmos Hotel Danang', 'KOVA Diamond Hotel Da Nang', 'Balcona Hotel Da Nang', 'Coral Cove Hotel', 'Sekong Hotel Da Nang', 'voco Ma Belle Danang by IHG', 'Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'PHUC LONG LUXURY Danang', 'Stella Maris Beach Danang', 'Leaf Beachfront Hotel Da Nang', 'Maximilan Danang Beach Hotel', 'Stunning Apartments Across My Khe Beach ! Rooftop Pool & Gym', 'Tashi Ocean Garden & Apartment Da Nang - My Khe Beach', 'White Sand Boutique Hotel', 'M Hotel Danang', 'Capecia Danang Hotel and Apartment', 'Ritzy Boutique Hotel Da Nang Beach', 'Maxhome Luxury Hotel']"
4287,"['Little Town Villa', 'PHỐ CHỢ ĐÊM Villa - Near Hoi An Old Town 200m', 'Nipa Riverside Villa By The Little Hoi An', 'Dom Hostel and Bar', 'Premium CGP Hotel Hoi An', 'Hoi An Grace River Villa', 'Babylon Hoi An Central Villa', 'Volar Hoi An', 'Ngọc Sinh Homestay', 'Hawal Boutique Villa Hoi An', 'Tomorrow Hoi An Villa', 'Villa Charming Hoi An', 'Hoi An Discovery Villa', ""Lover's Retreat Villa Hoi An"", 'Hanging Garden Hoi An', 'Villa Loan A HOI AN', 'Vuon Bach Thao villa Hoi an', 'Santorin HoiAn Villa', 'The Muse House', 'Hoi An Majestic Villa', 'De Vivre Hoi An Hotel', 'Roxana River Villa', 'Serenity Villa Hoi An', 'Uptown Hoi An Hotel & Spa', 'Blessing Villa Hoi An']"
4292,"['Coral Cove Hotel', 'Golden Lotus Hotel Da Nang - Rooftop Bar Sea View', 'The Sail Hotel - My Khe Beach', 'Golden Rose Hotel', 'Maximilan Danang Beach Hotel', 'Lucia Beach Hotel', 'M Hotel Danang', 'voco Ma Belle Danang by IHG', 'Mangata Beachfront Hotel - Rooftop Bar Sea View', 'Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'Balcona Hotel Da Nang', 'Leaf Beachfront Hotel Da Nang', 'Nesta Hotel Da Nang', 'KOVA Diamond Hotel Da Nang', 'Seashore Hotel & Apartment', 'Sekong Hotel Da Nang', 'Santa Luxury Hotel', 'Sala Danang Beach Hotel', 'Stella Maris Beach Danang', 'Prague Da Nang Beach Hotel', 'ELC Luxury Hotel Danang - An Thuong Walking Street', 'Awaken Da Nang Hotel', 'Maxhome Luxury Hotel', 'Tashi Ocean Garden & Apartment Da Nang - My Khe Beach', 'Zen Lotus Hotel & Apartment']"
4297,"['MAY DE VILLE Crown Hotel', 'Le Chanvre Hanoi Hotel & Spa', 'Pan Pacific Hanoi', 'Hanoi Media Hotel & Spa', 'Golden Sail Hotel & Spa', 'The Oriental Jade Hotel', 'GM Premium Hotel', 'Solare De Monte Hotel & Spa', 'Hanoi Solis Hotel', 'Loom Hotel Hanoi', 'Lucien Hanoi Lakeside Hotel & Rooftop', 'CLASSYC Hotel', 'Hanoi Allure Hotel', 'Solaria Tesori Hotel', 'Le Petit Prince Lakeside Hotel & Rooftop Bar', 'Hanoi Le Chateau Hotel & Spa', 'Fairmont Hanoi', 'Shining Central Hotel & Spa', 'Le petit Princess Hotel & Spa', 'La Siesta Classic Hang Thung', 'La Mejor Indochine Hotel', 'Manevi Premier Hotel', 'Heritage Ham Long Hotel and Spa', 'Kecho Legacy Hotel Hanoi & Spa', 'Aurora Oriental Hotel']"
4298,"['Da Lat Lemongrass - Đà Lạt Sả', 'BẢO DUY HOTEL 5', '2 Bedrooms Artist House - The 2nd Home', 'iDorm B&B - idorm Mỹ', 'Pi Boutique Hotel', 'Tigon Dalat Hostel', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'ALEX HOTEL Peony', 'Dalat ECO Hotel 2', '688 Hotel Đà Lạt', 'Hanah Hotel Dalat', 'Lavender Tim', 'ARTIS Hotel Da Lat', 'LE PHUONG Dalat', 'Homestay HoLo', 'THIEN AN GUEST HOUSE', 'Aki 秋 Hostel', 'Nụ Cười Xinh', 'TTG Hostel In Da Lat', 'Quốc Khánh Condotel', 'Maxim Hotel', 'Thanh Do Hotel', 'Tigon Flower House 2', 'Soda Hotel Đà Lạt', 'Tường Vy Dalat Central']"
4304,"['Menora Grand Da Nang', 'The Sail Hotel - My Khe Beach', 'Balcona Hotel Da Nang', 'M Hotel Danang', 'Prague Da Nang Beach Hotel', 'Saha Casa Boutique Hotel Da Nang', 'Century Hotel Da Nang', 'Fivitel Boutique Da Nang', 'Coral Cove Hotel', 'Nesta Hotel Da Nang', 'Record Hotel', 'Taiyo Hotel & Apartment', 'Bella Merry Hotel - 100m To The Beach', 'Thè HEM Hotel and Apartment', 'Maximilan Danang Beach Hotel', 'Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'Seashore Hotel & Apartment', 'KOVA Diamond Hotel Da Nang', 'Calix Hotel', 'IBIZA Riverfront Da Nang Hotel', 'Pavilion Hotel Da Nang', 'Crowne Plaza Danang City Centre by IHG', 'Gemma Hotel & Apartment Near Dragon Bridge', 'Moon Hotel and Apartment Da Nang', 'Mitisa Hotel Da Nang - Near Dragon Bridge']"
4308,"['Torino Hotel Dalat', 'Cattleya', 'Dalat Luxury Hotel', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'LE PHUONG Dalat', '688 Hotel Đà Lạt', 'Dalat ECO Hotel 2', 'Mia House Dalat', 'AM Memory Central Hotel 2', 'Marigold Hotel Dalat', 'Hanah Hotel Dalat', 'ARTIS Hotel Da Lat', 'THIEN AN GUEST HOUSE', 'TALA Dalat Hotel', 'Sunset Hill Dalat', 'ALEX HOTEL Peony', 'Thanh Hùng Dalat Hotel', 'Sam Ha Phuong Boutique Da Lat', 'Đông Đức Hostel Đà Lạt', 'Greenview City Hotel', 'Dalat Eco Hotel', 'Phu Tho Da Lat Hotel', 'My My House Đà Lạt', 'Pho Nui Hotel', 'Soda Hotel Đà Lạt']"
4310,"['Hostel-John Cafe and Beer', 'Nature Hotel - Luong The Vinh', 'Nguyễn Tài Hostel & Coffee Đà Lạt', 'Feliz Dalat Homestay', 'Dalat ECO Hotel 2', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Phuong Anh Hotel', 'Anh Quan Khoi Hotel', 'MrLee Dalat House', 'Lacami Dalat Hotel', 'My Dream Hotel', 'Dona Hotel', ""The Morris Boutique Hotel 2 - O'TEL"", 'Thao My Hostel', 'Carita Hotel', 'Bách Thảo Hotel', 'THIEN AN GUEST HOUSE', 'Casanova Dalat Hotel', 'Lasol Boutique Hotel', 'Free Style Hotel Dalat', 'Hanah Hotel Dalat', 'Gia Nguyễn Hotel Dalat', 'Dalat Memory Inn', 'ARTIS Hotel Da Lat', 'Gia Pham Hotel']"
4312,"['THIEN AN GUEST HOUSE', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Gia Pham Hotel', 'Dalat ECO Hotel 2', 'LE PHUONG Dalat', 'Moc Thach Hostel Dalat', 'Thanh Hùng Dalat Hotel', 'Hanah Hotel Dalat', 'ARTIS Hotel Da Lat', ""The Morris Boutique Hotel 2 - O'TEL"", 'Kamy Phương House and Spa', 'Minh Uyen Homestay', 'Dalat Eco Hotel', 'Vô Tư Luxury Hotel', 'Thanh Do Hotel', 'Lavender Tim', 'My Kim Guest House', 'HOÀNG DIỆU DALAT', 'The White Hotel', 'Vanilla Dalat Hotel', 'Khanh Hong Da Lat', 'Feliz Dalat Homestay', 'ALEX HOTEL Peony', 'Hostel Phuong Nga', 'Quang Minh Dalat Hotel']"
4320,"['Alani Sea View Hotel', 'Golden Lotus Hotel Da Nang - Rooftop Bar Sea View', 'Gold Coast Da Nang Hotel', 'Capecia Danang Hotel and Apartment', 'Red Palace Hotel', 'The Sail Hotel - My Khe Beach', 'Leaf Beachfront Hotel Da Nang', 'Prague Da Nang Beach Hotel', 'Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'Nesta Hotel Da Nang', 'Nguyen Gia Hotel', 'Balcona Hotel Da Nang', 'Maximilan Danang Beach Hotel', 'Golden Lotus Luxury Hotel Danang - Complimentary Daily Afternoon Tea', 'KOVA Diamond Hotel Da Nang', 'ELC Luxury Hotel Danang - An Thuong Walking Street', 'Gold Plaza Hotel Da Nang', 'Caro Premium Danang Hotel', 'Ocean Bliss Hotel - Free Sauna', 'Thè HEM Hotel and Apartment', 'The Dream Suite', 'Val Soleil Hotel', 'Estrella Boutique Hotel', 'Minh Toan SAFI Ocean Hotel', 'Lunar Hotel Danang']"
4322,"['Dylan Hotel Danang', 'Sunny Ocean Hotel & Spa', 'Prince Hotel Da Nang', 'Tây Nguyên Hotel Đà Nẵng', 'Chicland Boutique Danang Beach Hotel', 'Doha Hotel and Apartment near Danang Airport', 'Leaf Beachfront Hotel Da Nang', 'Estrella Boutique Hotel', 'Balcona Hotel Da Nang', 'The Sail Hotel - My Khe Beach', 'voco Ma Belle Danang by IHG', 'LENA HOTEL', 'Nesta Hotel Da Nang', 'Maximilan Danang Beach Hotel', 'M Hotel Danang', 'Golden Lotus Hotel Da Nang - Rooftop Bar Sea View', 'Cosmos Hotel Danang', 'Thè HEM Hotel and Apartment', 'Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'Lucia Beach Hotel', 'Coral Cove Hotel', 'Caro Premium Danang Hotel', 'ELC Luxury Hotel Danang - An Thuong Walking Street', 'Zone 5 Boutique Hotel', 'Ritzy Boutique Hotel Da Nang Beach']"
4323,"['Dalat ECO Hotel 2', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Moc Tra Hotel', 'THIEN AN GUEST HOUSE', 'Lovely House', 'Hanah Hotel Dalat', 'Dalat Eco Hotel', 'Thanh Do Hotel', 'ARTIS Hotel Da Lat', 'Carita Hotel', 'LE PHUONG Dalat', 'ALEX HOTEL Peony', 'LAM ANH Hotel', 'Phu Tho Da Lat Hotel', 'Thanh Hùng Dalat Hotel', 'Lavender Tim', 'Grand Center Da Lat by Lilly Hotel', 'HOÀNG DIỆU DALAT', 'Da Lat Lemongrass - Đà Lạt Sả', 'CaLi Nguyen', 'Lasol Boutique Hotel', 'Feliz Dalat Homestay', 'Kim Quang', ""The Morris Boutique Hotel 2 - O'TEL"", 'Silent Night Dem Lanh Hotel']"
4329,"['Cattleya', '688 Hotel Đà Lạt', 'Bống Stay', 'DALAT STREAM HOTEL-Khách sạn đẹp Đà Lạt', 'Dalat ECO Hotel 2', 'Dalat Luxury Hotel', 'ARTIS Hotel Da Lat', 'AM Memory Central Hotel 2', 'M Hotel Đà Lạt', 'Soda Hotel Đà Lạt', 'Torino Hotel Dalat', 'Mia House Dalat', ""The Morris Boutique Hotel 2 - O'TEL"", 'Hanah Hotel Dalat', 'ALEX HOTEL Peony', 'Đông Đức Hostel Đà Lạt', 'LE PHUONG Dalat', 'ALEX HOTEL - Tường Phương', 'Phu Tho Da Lat Hotel', 'Thanh Hùng Dalat Hotel', 'H Flower Hotel Đà Lạt - An An Hotel cũ', 'THIEN AN GUEST HOUSE', 'Lavender Tim', 'Pho Nui Hotel', 'Khách sạn Nam Ngọc Đà Lạt']"
4331,"['Hilton Garden Inn Da Nang', 'JBAY Beachfront Boutique Hotel', 'Four Points by Sheraton Danang', 'Merry Land Hotel Da Nang', 'The Pergola Design Hotel', 'Sense Villa by Enspired Vietnam', 'Señorita Boutique Hotel', 'Thè HEM Hotel and Apartment', 'Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'The Sail Hotel - My Khe Beach', 'Prague Da Nang Beach Hotel', 'Lucia Beach Hotel', 'Leaf Beachfront Hotel Da Nang', 'voco Ma Belle Danang by IHG', 'Balcona Hotel Da Nang', 'Stella Maris Beach Danang', 'Ritzy Boutique Hotel Da Nang Beach', 'Golden Line Hotel Danang', 'KOVA Diamond Hotel Da Nang', 'Calix Hotel', 'Nesta Hotel Da Nang', 'ELC Luxury Hotel Danang - An Thuong Walking Street', 'MiAn Hotel Danang - Infinity Pool', 'Mangata Beachfront Hotel - Rooftop Bar Sea View', 'Maximilan Danang Beach Hotel']"
4335,"['M Hotel Danang', 'Golden Lotus Hotel Da Nang - Rooftop Bar Sea View', 'Nesta Hotel Da Nang', 'Señorita Boutique Hotel', 'Trang Ngan Hotel by THG', 'The Sail Hotel - My Khe Beach', 'Risemount Premier Resort Da Nang', 'Awaken Da Nang Hotel', 'Delicate Hotel', 'Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'Leaf Beachfront Hotel Da Nang', 'ELC Luxury Hotel Danang - An Thuong Walking Street', 'Lucia Beach Hotel', 'Aria Grand Hotel & Spa', 'Merry Land Hotel Da Nang', 'Balcona Hotel Da Nang', 'KOVA Diamond Hotel Da Nang', 'Thè HEM Hotel and Apartment', 'Halina Hotel and Apartment', 'Coral Cove Hotel', 'Golden Lotus Luxury Hotel Danang - Complimentary Daily Afternoon Tea', 'Prague Da Nang Beach Hotel', 'Son Tra Beach Resort & Spa Danang', 'Maximilan Danang Beach Hotel', 'Mangata Beachfront Hotel - Rooftop Bar Sea View']"
4341,"['Starview Villa Dalat', 'September Garden Homestay', 'My My House Đà Lạt', 'Sunset Hill Dalat', 'Cattleya', 'Thung Lũng Xanh TQK Hotel', 'Adela Hotel Dalat', 'Dalat Luxury Hotel', 'VMT Hotel Da Lat', 'Sam Ha Phuong Boutique Da Lat', 'H Flower Hotel Đà Lạt - An An Hotel cũ', 'Mia House Dalat', 'Chloe Homestay', 'Dalat ECO Hotel 2', '688 Hotel Đà Lạt', 'Pham Gia Dalat Villa & Hotel', 'AM Memory Central Hotel 2', 'Thanh Thao Dalat Hotel', 'Hoàng Yến Villa Dalat', 'Nhà Sói Homestay Da Lat', 'Phuong Anh Hotel', 'Whispering Pines Dalat (Thông Thì Thầm ĐL)', 'Arya Hotel Dalat', 'Whammy House Dalat', 'Ngàn Hoa Villa']"
4344,"['Rex Hanoi Hotel', 'Classic Street Hotel', 'The Flower Boutique Hotel & Travel', 'Cozy-Backpackers-BeerStreet-Private-Old Quarter', 'Fraser Suites Hanoi', 'Five Star Westlake 1st-4th Floors Hotel & Serviced Apartment', 'FTE Ba Dinh Hotel', 'Loom Hotel Hanoi', 'HOTEL du LAC SIGNATURE', 'Hanoi Silk Classy Hotel & Travel', 'Madelise Grand Hotel', 'Hanoi Plaza Suite Hotel & Spa', 'La Sinfonía Majesty Hotel and Spa', 'Hanoi Allure Hotel', 'Eliana Signature Hanoi Hotel', 'Hanoi de Garden Boutique Hotel & Spa', 'Bonne Nuit Hotel & Spa Hanoi', 'Hotel Omina Hanoi Travel', 'Hong Ngoc Dynastie Boutique Hotel & Spa', 'Hanoi Le Chateau Hotel & Spa', 'Hanoi Sail Hotel', 'Embrace Boutique Hanoi Hotel', 'La Selva Premium Hotel', 'Hanoi Center Silk Hotel & Travel', ""AfricantPrivate/2' to Hoankiem Lake & Beer Str. Bar 18+""]"
4345,"['Alani Sea View Hotel', 'LEGEND Boutique Hotel', 'Seashore Hotel & Apartment', 'Crowne Plaza Danang City Centre by IHG', 'M Hotel Danang', 'Elites Hotel', 'Radisson Hotel Danang', 'Leaf Beachfront Hotel Da Nang', 'Maximilan Danang Beach Hotel', 'voco Ma Belle Danang by IHG', 'Balcona Hotel Da Nang', 'KOVA Diamond Hotel Da Nang', 'Stella Maris Beach Danang', 'Quoc Cuong Center Da Nang Hotel by Haviland', 'Thè HEM Hotel and Apartment', 'Prague Da Nang Beach Hotel', 'Estrella Boutique Hotel', 'Golden Rose Hotel', 'Ritzy Boutique Hotel Da Nang Beach', 'Grand Ocean Luxury Boutique - Infinity Rooftop Pool', 'Golden Lotus Hotel Da Nang - Rooftop Bar Sea View', 'Nagila Boutique Hotel', 'Golden Lotus Luxury Hotel Danang - Complimentary Daily Afternoon Tea', 'Roliva Hotel & Apartment Danang', 'Sunny Ocean Hotel & Spa']"
4346,"['Delicate Hotel', 'Merry Land Hotel Da Nang', 'TGT BEACH HOTEL', 'Ocean Bliss Hotel - Free Sauna', 'The Backpacker Hostel and spa', 'The Sail Hotel - My Khe Beach', 'Capecia Danang Hotel and Apartment', 'Prague Da Nang Beach Hotel', 'Balcona Hotel Da Nang', '7 Seven Sea Hotel', 'Hilton Garden Inn Da Nang', 'Lucia Beach Hotel', 'KOVA Diamond Hotel Da Nang', 'Seashore Hotel & Apartment', 'Dolphin Hotel and Apartment', 'Golden Lotus Grand Da Nang - Panoramic Rooftop Bar & Daily Afternoon Tea', 'Adaline Hotel and Suite', 'Elites Hotel', 'Maximilan Danang Beach Hotel', 'Dam Tien Hotel', 'Grand Sea Hotel Danang', 'voco Ma Belle Danang by IHG', 'Leaf Beachfront Hotel Da Nang', 'Golden Rose Hotel', 'Parosand Da Nang Hotel -Belle Maison Parosand Da Nang Hotel']"
4351,"['WECOZY HANOI - Railway Side, The Old Quarter', ""Hanoi L'Heritage Diamond Hotel & Spa"", 'Ja Cosmo Hotel and Spa', 'Luxe Paradise Residence Trinh Cong Son', 'Luxury Old Quarter Hotel & Gym', ""Dom's Residence Hoan Kiem"", '*SUPER LOCATION*2 BEDS*OLD QUARTER', 'Léman Old Quarter', 'Alisa Hotel & Spa', 'Hanoi Bliss Apartment Nam Ngu', 'Ficus Suites', 'La Sinfonía Majesty Hotel and Spa', 'Golden Sail Hotel & Spa', 'TrangTrang Classy Hotel', 'Tunger Premium Hotel & Travel', 'Local House Old Quarter Hanoi', 'Hanoi Center Silk Hotel & Travel', 'Bonne Nuit Hotel & Spa Hanoi', 'Emissary Central Hotel & Spa', ""Sen's Cozy House - 02 Queen beds - Kitchen - Center of Old Quarter, Hoan Kiem district"", 'TRUNG - The Coffee House', 'Hanoi Allure Hotel', 'VietHome-Doorstep to Hoan Kiem Lake', 'LaHomestay Phủ Doãn', 'VietHOME Trang Tien']"
